-511.0298767089844,-1164.3231201171875
-510.8871765136719,-1164.2449951171875
-510.7522888183594,-1164.1717529296875
-510.5983581542969,-1164.0887451171875
-510.45245361328125,-1164.0106201171875
-510.31488037109375,-1163.9373779296875
-510.16729736328125,-1163.8592529296875
-510.0283203125,-1163.7850341796875
-509.87939453125,-1163.7049560546875
-509.7392883300781,-1163.6297607421875
-509.5705261230469,-1163.539794921875
-509.43896484375,-1163.4696044921875
-509.2979431152344,-1163.3939208984375
-509.1287841796875,-1163.3016357421875
-508.9971618652344,-1163.2298583984375
-508.8467712402344,-1163.1478271484375
-508.6776123046875,-1163.054931640625
-508.53662109375,-1162.9761962890625
-508.4050598144531,-1162.901611328125
-508.23638916015625,-1162.8035888671875
-508.0870666503906,-1162.7144775390625
-507.9383850097656,-1162.6234130859375
-507.7997131347656,-1162.5362548828125
-507.60699462890625,-1162.41162109375
-507.4517517089844,-1162.3099365234375
-507.30615234375,-1162.213134765625
-507.1340637207031,-1162.09716796875
-506.998779296875,-1162.005615234375
-506.8551025390625,-1161.9061279296875
-506.71234130859375,-1161.806396484375
-506.5535583496094,-1161.6912841796875
-506.4319763183594,-1161.5994873046875
-506.29510498046875,-1161.4918212890625
-506.1522216796875,-1161.3746337890625
-506.02001953125,-1161.2618408203125
-505.8899841308594,-1161.146728515625
-505.76971435546875,-1161.0369873046875
-505.64276123046875,-1160.9185791015625
-505.5172119140625,-1160.7994384765625
-505.4079895019531,-1160.694091796875
-505.2684631347656,-1160.557861328125
-505.1529541015625,-1160.4443359375
-505.03057861328125,-1160.32177734375
-504.908935546875,-1160.19873046875
-504.78076171875,-1160.0672607421875
-504.6842041015625,-1159.9649658203125
-504.55291748046875,-1159.8209228515625
-504.43115234375,-1159.682373046875
-504.3324890136719,-1159.5665283203125
-504.2211608886719,-1159.4329833984375
-493.2297668457031,-1146.0504150390625
-493.13690185546875,-1145.944091796875
-493.0155334472656,-1145.8050537109375
-492.908203125,-1145.682373046875
-492.7862854003906,-1145.5433349609375
-492.6715087890625,-1145.4124755859375
-492.5495910644531,-1145.2734375
-492.43487548828125,-1145.142578125
-492.3273010253906,-1145.0198974609375
-492.21295166015625,-1144.8890380859375
-492.09869384765625,-1144.7581787109375
-491.99859619140625,-1144.6436767578125
-491.88385009765625,-1144.5128173828125
-491.76910400390625,-1144.3819580078125
-491.65435791015625,-1144.2510986328125
-491.53961181640625,-1144.1202392578125
-491.3890075683594,-1143.948486328125
-491.2742614746094,-1143.817626953125
-491.1595153808594,-1143.686767578125
-491.0447692871094,-1143.555908203125
-490.9443664550781,-1143.44140625
-490.82244873046875,-1143.3023681640625
-490.7076721191406,-1143.1715087890625
-490.59295654296875,-1143.0406494140625
-490.4710388183594,-1142.901611328125
-490.3204040527344,-1142.7298583984375
-490.234375,-1142.6317138671875
-490.1052551269531,-1142.4844970703125
-489.29486083984375,-1141.560302734375
-489.15863037109375,-1141.4049072265625
-489.05780029296875,-1141.2904052734375
-488.94256591796875,-1141.1595458984375
-488.82733154296875,-1141.0286865234375
-488.7196044921875,-1140.906005859375
-488.6048278808594,-1140.775146484375
-488.49725341796875,-1140.6524658203125
-488.3750915527344,-1140.513427734375
-488.2598571777344,-1140.382568359375
-488.1446228027344,-1140.251708984375
-488.0293884277344,-1140.120849609375
-487.9285888671875,-1140.00634765625
-487.8349609375,-1139.9000244140625
-487.7125244140625,-1139.760986328125
-487.590576171875,-1139.6219482421875
-487.4827575683594,-1139.499267578125
-487.3531188964844,-1139.35205078125
-487.2522888183594,-1139.237548828125
-487.15142822265625,-1139.123046875
-487.0290222167969,-1138.9840087890625
-486.89935302734375,-1138.8367919921875
-486.78411865234375,-1138.7059326171875
-486.6833190917969,-1138.5914306640625
-486.57550048828125,-1138.46875
-486.4530334472656,-1138.3297119140625
-486.33062744140625,-1138.190673828125
-486.2369689941406,-1138.0843505859375
-486.11456298828125,-1137.9453125
-485.3943176269531,-1137.12744140625
-485.29351806640625,-1137.012939453125
-485.15667724609375,-1136.8575439453125
-485.04144287109375,-1136.7266845703125
-484.9333801269531,-1136.60400390625
-484.8397521972656,-1136.4976806640625
-484.7245178222656,-1136.3668212890625
-484.6092834472656,-1136.2359619140625
-484.4940490722656,-1136.1051025390625
-484.3788146972656,-1135.9742431640625
-484.2635803222656,-1135.8433837890625
-484.15557861328125,-1135.720703125
-484.04034423828125,-1135.58984375
-483.932373046875,-1135.4671630859375
-483.8243103027344,-1135.344482421875
-483.7090759277344,-1135.213623046875
-483.5938415527344,-1135.082763671875
-483.4786071777344,-1134.951904296875
-483.3633728027344,-1134.821044921875
-483.25537109375,-1134.6983642578125
-483.1329040527344,-1134.559326171875
-483.0180358886719,-1134.428466796875
-482.91033935546875,-1134.3057861328125
-482.80950927734375,-1134.1912841796875
-482.6438903808594,-1134.003173828125
-482.5286560058594,-1133.872314453125
-482.4134216308594,-1133.741455078125
-482.2981872558594,-1133.610595703125
-482.18310546875,-1133.479736328125
-482.04681396484375,-1133.3243408203125
-481.4566955566406,-1132.6536865234375
-481.31988525390625,-1132.498291015625
-481.21221923828125,-1132.3756103515625
-481.0974426269531,-1132.2447509765625
-480.98272705078125,-1132.1138916015625
-480.8747863769531,-1131.9912109375
-480.76678466796875,-1131.8685302734375
-480.6443176269531,-1131.7294921875
-480.53631591796875,-1131.6068115234375
-480.4138488769531,-1131.4677734375
-480.3062438964844,-1131.3450927734375
-480.184326171875,-1131.2060546875
-480.0695495605469,-1131.0750732421875
-479.9544372558594,-1130.9443359375
-479.8392028808594,-1130.8133544921875
-479.7239685058594,-1130.6826171875
-479.615966796875,-1130.5599365234375
-479.4647521972656,-1130.38818359375
-479.357177734375,-1130.2655029296875
-479.22808837890625,-1130.1182861328125
-479.1204833984375,-1129.99560546875
-479.01275634765625,-1129.8729248046875
-478.89752197265625,-1129.7420654296875
-478.7750549316406,-1129.60302734375
-478.66705322265625,-1129.4803466796875
-478.55902099609375,-1129.357666015625
-478.4441223144531,-1129.226806640625
-478.3365478515625,-1129.1041259765625
-478.2289733886719,-1128.9813232421875
-478.0926208496094,-1128.8260498046875
-477.96295166015625,-1128.6788330078125
-477.8333435058594,-1128.5316162109375
-477.6028747558594,-1128.2698974609375
-477.46630859375,-1128.114501953125
-477.3443908691406,-1127.9754638671875
-477.23681640625,-1127.852783203125
-477.107421875,-1127.70556640625
-477.006591796875,-1127.591064453125
-476.8985290527344,-1127.4683837890625
-476.7688903808594,-1127.3211669921875
-476.6680603027344,-1127.2066650390625
-476.5530090332031,-1127.0758056640625
-476.4382629394531,-1126.9449462890625
-476.3306884765625,-1126.822265625
-476.22271728515625,-1126.6995849609375
-476.10748291015625,-1126.5687255859375
-475.99224853515625,-1126.4378662109375
-475.87701416015625,-1126.3070068359375
-475.7762145996094,-1126.1925048828125
-475.6393737792969,-1126.037109375
-475.53173828125,-1125.9144287109375
-475.4241638183594,-1125.791748046875
-475.29486083984375,-1125.64453125
-475.20123291015625,-1125.5382080078125
-475.0788269042969,-1125.399169921875
-474.97076416015625,-1125.2764892578125
-474.8483581542969,-1125.137451171875
-474.6971130371094,-1124.9656982421875
-474.5965881347656,-1124.8511962890625
-474.467529296875,-1124.7039794921875
-474.3669738769531,-1124.5894775390625
-474.2157287597656,-1124.417724609375
-474.09332275390625,-1124.2786865234375
-473.9852600097656,-1124.156005859375
-473.87725830078125,-1124.0333251953125
-473.74761962890625,-1123.8861083984375
-473.63983154296875,-1123.763427734375
-473.5394287109375,-1123.64892578125
-473.41741943359375,-1123.5098876953125
-473.3093566894531,-1123.38720703125
-473.20135498046875,-1123.2645263671875
-473.0788879394531,-1123.12548828125
-472.97808837890625,-1123.010986328125
-472.85565185546875,-1122.8719482421875
-472.7477722167969,-1122.749267578125
-472.63299560546875,-1122.618408203125
-472.52532958984375,-1122.4957275390625
-472.39569091796875,-1122.3485107421875
-472.29486083984375,-1122.2340087890625
-472.17962646484375,-1122.1031494140625
-472.06439208984375,-1121.9722900390625
-471.9419860839844,-1121.833251953125
-461.06561279296875,-1109.4588623046875
-460.9647521972656,-1109.3443603515625
-460.8495178222656,-1109.2135009765625
-460.741943359375,-1109.0906982421875
-460.61285400390625,-1108.943603515625
-460.5193176269531,-1108.8372802734375
-460.39691162109375,-1108.6982421875
-460.2888488769531,-1108.5755615234375
-456.7222595214844,-1102.9903564453125
-456.7032775878906,-1102.9097900390625
-456.6846923828125,-1102.8292236328125
-456.6639404296875,-1102.7391357421875
-456.6456298828125,-1102.660400390625
-456.6248779296875,-1102.5711669921875
-456.60687255859375,-1102.492431640625
-456.5866394042969,-1102.4031982421875
